Vardas                   Pavarde                  ND1       ND2       ND3       ND4       ND5       Egz.      
Vardas41494              Pavarde41494             6         9         3         10        6         8         
Vardas41495              Pavarde41495             4         9         8         1         8         7         
Vardas41496              Pavarde41496             6         10        5         6         3         4         
Vardas41497              Pavarde41497             5         9         7         2         7         10        
Vardas41498              Pavarde41498             8         3         3         10        10        5         
Vardas41499              Pavarde41499             2         5         2         4         1         4         
Vardas41500              Pavarde41500             4         3         6         3         3         8         
Vardas41501              Pavarde41501             3         3         9         4         4         9         
Vardas41502              Pavarde41502             6         2         7         8         8         3         
Vardas41503              Pavarde41503             4         7         10        2         3         7         
Vardas41504              Pavarde41504             4         2         7         6         1         5         
Vardas41505              Pavarde41505             9         10        4         5         3         10        
Vardas41506              Pavarde41506             6         5         4         4         9         4         
Vardas41507              Pavarde41507             6         2         7         4         3         3         
Vardas41508              Pavarde41508             4         9         2         7         10        4         
Vardas41509              Pavarde41509             3         3         8         1         4         8         
Vardas41510              Pavarde41510             4         4         9         10        1         7         
Vardas41511              Pavarde41511             4         10        2         9         6         6         
Vardas41512              Pavarde41512             7         2         1         2         10        2         
Vardas41513              Pavarde41513             7         5         9         5         2         3         
Vardas41514              Pavarde41514             10        7         4         1         2         1         
Vardas41515              Pavarde41515             4         9         5         4         9         7         
Vardas41516              Pavarde41516             8         9         3         6         7         3         
Vardas41517              Pavarde41517             8         7         8         4         3         5         
Vardas41518              Pavarde41518             5         1         10        1         3         5         
Vardas41519              Pavarde41519             1         7         8         5         5         7         
Vardas41520              Pavarde41520             5         6         3         9         5         8         
Vardas41521              Pavarde41521             1         3         2         2         2         6         
Vardas41522              Pavarde41522             9         3         3         9         4         6         
Vardas41523              Pavarde41523             10        2         1         7         10        1         
Vardas41524              Pavarde41524             3         6         3         9         5         8         
Vardas41525              Pavarde41525             3         8         9         2         2         5         
Vardas41526              Pavarde41526             9         4         7         9         10        5         
Vardas41527              Pavarde41527             6         5         10        2         10        4         
Vardas41528              Pavarde41528             9         1         7         3         7         3         
Vardas41529              Pavarde41529             6         7         9         8         2         3         
Vardas41530              Pavarde41530             1         10        10        1         1         5         
Vardas41531              Pavarde41531             4         8         5         1         1         5         
Vardas41532              Pavarde41532             6         9         1         8         1         9         
Vardas41533              Pavarde41533             4         8         2         7         10        8         
Vardas41534              Pavarde41534             2         6         7         7         7         10        
Vardas41535              Pavarde41535             7         5         10        10        3         6         
Vardas41536              Pavarde41536             6         7         5         6         2         10        
Vardas41537              Pavarde41537             9         6         5         2         7         6         
Vardas41538              Pavarde41538             6         3         2         8         6         1         
Vardas41539              Pavarde41539             10        7         10        5         4         5         
Vardas41540              Pavarde41540             10        6         3         8         4         4         
Vardas41541              Pavarde41541             4         8         6         4         1         8         
Vardas41542              Pavarde41542             4         3         3         2         10        4         
Vardas41543              Pavarde41543             9         4         4         5         6         1         
Vardas41544              Pavarde41544             4         6         4         10        8         6         
Vardas41545              Pavarde41545             8         10        10        9         10        6         
Vardas41546              Pavarde41546             3         6         4         4         7         10        
Vardas41547              Pavarde41547             8         3         6         4         7         7         
Vardas41548              Pavarde41548             2         9         5         5         8         7         
Vardas41549              Pavarde41549             6         9         9         1         5         10        
Vardas41550              Pavarde41550             9         3         2         3         6         3         
Vardas41551              Pavarde41551             6         8         4         7         1         4         
Vardas41552              Pavarde41552             9         6         3         3         7         4         
Vardas41553              Pavarde41553             8         1         6         6         6         8         
Vardas41554              Pavarde41554             3         8         4         1         10        2         
Vardas41555              Pavarde41555             3         1         10        4         9         9         
Vardas41556              Pavarde41556             6         10        8         3         2         3         
Vardas41557              Pavarde41557             5         10        5         6         2         1         
Vardas41558              Pavarde41558             10        2         4         8         4         6         
Vardas41559              Pavarde41559             2         8         1         7         6         3         
Vardas41560              Pavarde41560             5         4         3         4         3         9         
Vardas41561              Pavarde41561             1         6         3         10        10        2         
Vardas41562              Pavarde41562             4         6         9         6         9         6         
Vardas41563              Pavarde41563             6         4         9         5         2         4         
Vardas41564              Pavarde41564             10        5         5         3         4         7         
Vardas41565              Pavarde41565             4         4         8         5         10        10        
Vardas41566              Pavarde41566             9         9         4         3         5         2         
Vardas41567              Pavarde41567             10        4         7         4         7         3         
Vardas41568              Pavarde41568             9         6         10        7         8         2         
Vardas41569              Pavarde41569             8         7         8         3         4         3         
Vardas41570              Pavarde41570             6         4         2         9         3         7         
Vardas41571              Pavarde41571             8         2         6         7         4         4         
Vardas41572              Pavarde41572             4         2         2         8         5         8         
Vardas41573              Pavarde41573             8         4         1         5         10        10        
Vardas41574              Pavarde41574             2         8         2         7         10        5         
Vardas41575              Pavarde41575             6         1         9         5         1         2         
Vardas41576              Pavarde41576             4         6         6         7         10        9         
Vardas41577              Pavarde41577             2         6         7         1         7         4         
Vardas41578              Pavarde41578             1         10        8         8         8         5         
Vardas41579              Pavarde41579             1         8         3         10        8         4         
Vardas41580              Pavarde41580             10        4         5         7         4         2         
Vardas41581              Pavarde41581             8         7         2         5         6         10        
Vardas41582              Pavarde41582             10        10        2         9         4         10        
Vardas41583              Pavarde41583             7         5         4         4         5         10        
Vardas41584              Pavarde41584             3         10        9         9         4         9         
Vardas41585              Pavarde41585             6         2         5         8         10        6         
Vardas41586              Pavarde41586             7         4         4         1         8         1         
Vardas41587              Pavarde41587             7         4         1         6         7         9         
Vardas41588              Pavarde41588             6         3         7         2         4         10        
Vardas41589              Pavarde41589             7         10        1         3         8         3         
Vardas41590              Pavarde41590             7         9         10        10        7         10        
Vardas41591              Pavarde41591             9         8         9         10        4         1         
Vardas41592              Pavarde41592             10        4         1         6         6         3         
Vardas41593              Pavarde41593             10        10        7         1         6         2         
Vardas41594              Pavarde41594             6         8         5         5         7         9         
Vardas41595              Pavarde41595             6         8         2         4         9         8         
Vardas41596              Pavarde41596             3         9         5         3         4         9         
Vardas41597              Pavarde41597             2         5         10        3         10        10        
Vardas41598              Pavarde41598             8         4         9         7         6         10        
Vardas41599              Pavarde41599             3         4         9         6         2         6         
Vardas41600              Pavarde41600             6         8         5         3         5         7         
Vardas41601              Pavarde41601             7         7         8         10        8         6         
Vardas41602              Pavarde41602             7         3         4         4         7         3         
Vardas41603              Pavarde41603             8         1         4         8         1         10        
Vardas41604              Pavarde41604             9         9         7         8         7         1         
Vardas41605              Pavarde41605             7         4         6         9         4         2         
Vardas41606              Pavarde41606             1         3         1         4         6         10        
Vardas41607              Pavarde41607             5         9         2         8         5         5         
Vardas41608              Pavarde41608             9         1         9         7         3         7         
Vardas41609              Pavarde41609             8         1         8         2         6         8         
Vardas41610              Pavarde41610             10        1         8         7         3         1         
Vardas41611              Pavarde41611             1         2         7         8         9         5         
Vardas41612              Pavarde41612             3         7         6         9         3         3         
Vardas41613              Pavarde41613             5         10        2         3         2         3         
Vardas41614              Pavarde41614             5         1         8         1         6         2         
Vardas41615              Pavarde41615             8         4         3         10        3         4         
Vardas41616              Pavarde41616             2         3         5         8         5         3         
Vardas41617              Pavarde41617             9         10        8         5         1         1         
Vardas41618              Pavarde41618             10        1         8         10        5         4         
Vardas41619              Pavarde41619             8         10        4         9         9         8         
Vardas41620              Pavarde41620             10        9         5         4         3         1         
Vardas41621              Pavarde41621             3         5         10        4         6         1         
Vardas41622              Pavarde41622             6         3         4         1         2         10        
Vardas41623              Pavarde41623             9         1         2         2         9         6         
Vardas41624              Pavarde41624             5         8         8         10        1         10        
Vardas41625              Pavarde41625             8         7         7         1         3         6         
Vardas41626              Pavarde41626             4         5         1         1         10        2         
Vardas41627              Pavarde41627             5         2         8         6         8         8         
Vardas41628              Pavarde41628             8         10        3         2         1         2         
Vardas41629              Pavarde41629             6         10        6         7         3         2         
Vardas41630              Pavarde41630             6         9         2         7         8         10        
Vardas41631              Pavarde41631             6         3         1         3         7         8         
Vardas41632              Pavarde41632             10        8         10        1         8         1         
Vardas41633              Pavarde41633             7         10        1         6         2         4         
Vardas41634              Pavarde41634             5         3         1         4         8         4         
Vardas41635              Pavarde41635             6         7         4         6         4         2         
Vardas41636              Pavarde41636             5         6         10        1         8         1         
Vardas41637              Pavarde41637             5         2         1         2         3         2         
Vardas41638              Pavarde41638             9         9         6         2         5         4         
Vardas41639              Pavarde41639             4         8         10        2         1         4         
Vardas41640              Pavarde41640             5         8         2         2         1         6         
Vardas41641              Pavarde41641             7         5         7         8         2         6         
Vardas41642              Pavarde41642             3         8         1         8         1         10        
Vardas41643              Pavarde41643             6         8         7         2         3         3         
Vardas41644              Pavarde41644             2         9         8         4         9         1         
Vardas41645              Pavarde41645             2         2         4         10        2         7         
Vardas41646              Pavarde41646             1         9         10        9         6         10        
Vardas41647              Pavarde41647             9         6         6         4         7         10        
Vardas41648              Pavarde41648             9         4         5         1         4         2         
Vardas41649              Pavarde41649             8         6         9         10        3         4         
Vardas41650              Pavarde41650             6         8         3         5         3         7         
Vardas41651              Pavarde41651             3         10        3         9         4         1         
Vardas41652              Pavarde41652             6         9         8         5         3         9         
Vardas41653              Pavarde41653             4         6         7         10        8         4         
Vardas41654              Pavarde41654             8         5         4         1         2         5         
Vardas41655              Pavarde41655             1         8         6         9         2         4         
Vardas41656              Pavarde41656             5         1         1         3         6         10        
Vardas41657              Pavarde41657             3         1         8         5         4         3         
Vardas41658              Pavarde41658             1         2         7         5         3         3         
Vardas41659              Pavarde41659             8         6         9         5         9         8         
Vardas41660              Pavarde41660             4         6         9         3         5         3         
Vardas41661              Pavarde41661             1         1         9         3         3         7         
Vardas41662              Pavarde41662             4         5         7         2         7         3         
Vardas41663              Pavarde41663             1         6         9         1         6         10        
Vardas41664              Pavarde41664             6         2         5         6         9         4         
Vardas41665              Pavarde41665             7         5         4         10        10        7         
Vardas41666              Pavarde41666             7         5         5         9         6         2         
Vardas41667              Pavarde41667             7         2         4         1         7         9         
Vardas41668              Pavarde41668             6         4         8         3         8         1         
Vardas41669              Pavarde41669             6         5         8         2         1         6         
Vardas41670              Pavarde41670             6         4         8         4         2         7         
Vardas41671              Pavarde41671             7         9         7         5         5         7         
Vardas41672              Pavarde41672             10        7         10        3         7         9         
Vardas41673              Pavarde41673             9         5         4         5         6         3         
Vardas41674              Pavarde41674             1         3         7         8         3         2         
Vardas41675              Pavarde41675             6         5         7         6         1         10        
Vardas41676              Pavarde41676             4         9         3         4         6         2         
Vardas41677              Pavarde41677             4         9         4         5         5         3         
Vardas41678              Pavarde41678             10        10        6         8         7         7         
Vardas41679              Pavarde41679             2         9         10        9         8         5         
Vardas41680              Pavarde41680             2         2         10        1         3         6         
Vardas41681              Pavarde41681             9         9         2         1         10        1         
Vardas41682              Pavarde41682             10        8         3         9         2         9         
Vardas41683              Pavarde41683             5         10        6         2         9         5         
Vardas41684              Pavarde41684             9         1         8         1         3         10        
Vardas41685              Pavarde41685             9         1         2         3         5         1         
Vardas41686              Pavarde41686             7         3         4         5         7         8         
Vardas41687              Pavarde41687             10        7         10        5         7         2         
Vardas41688              Pavarde41688             1         4         8         1         7         10        
Vardas41689              Pavarde41689             3         5         10        1         8         5         
Vardas41690              Pavarde41690             10        10        4         10        5         5         
Vardas41691              Pavarde41691             8         5         4         2         4         9         
Vardas41692              Pavarde41692             6         4         4         5         5         3         
Vardas41693              Pavarde41693             1         9         5         9         5         7         
Vardas41694              Pavarde41694             7         9         8         5         10        2         
Vardas41695              Pavarde41695             1         10        10        7         6         3         
Vardas41696              Pavarde41696             1         6         4         5         1         1         
Vardas41697              Pavarde41697             7         9         7         8         2         2         
Vardas41698              Pavarde41698             2         7         10        6         7         5         
Vardas41699              Pavarde41699             6         1         6         10        9         9         
Vardas41700              Pavarde41700             4         4         4         7         1         2         
Vardas41701              Pavarde41701             10        2         3         5         6         7         
Vardas41702              Pavarde41702             5         6         5         9         10        6         
Vardas41703              Pavarde41703             4         5         3         4         10        9         
Vardas41704              Pavarde41704             4         4         8         10        7         3         
Vardas41705              Pavarde41705             4         9         7         4         10        3         
Vardas41706              Pavarde41706             10        1         3         9         7         8         
Vardas41707              Pavarde41707             4         4         5         5         7         5         
Vardas41708              Pavarde41708             9         6         4         8         5         9         
Vardas41709              Pavarde41709             5         3         10        6         7         8         
Vardas41710              Pavarde41710             5         9         1         6         2         4         
Vardas41711              Pavarde41711             5         7         2         5         6         2         
Vardas41712              Pavarde41712             5         10        1         6         8         5         
Vardas41713              Pavarde41713             10        10        8         4         3         8         
Vardas41714              Pavarde41714             8         1         4         5         1         10        
Vardas41715              Pavarde41715             3         3         6         2         4         5         
Vardas41716              Pavarde41716             8         5         4         5         7         1         
Vardas41717              Pavarde41717             2         3         1         8         4         2         
Vardas41718              Pavarde41718             7         8         2         3         6         10        
Vardas41719              Pavarde41719             1         10        10        3         5         9         
Vardas41720              Pavarde41720             7         6         1         6         5         10        
Vardas41721              Pavarde41721             3         7         7         2         1         3         
Vardas41722              Pavarde41722             3         5         9         5         6         4         
Vardas41723              Pavarde41723             2         5         8         4         7         1         
Vardas41724              Pavarde41724             8         1         8         10        3         7         
Vardas41725              Pavarde41725             2         8         7         2         9         1         
Vardas41726              Pavarde41726             5         4         8         3         6         8         
Vardas41727              Pavarde41727             7         1         5         10        8         1         
Vardas41728              Pavarde41728             3         10        5         3         7         3         
Vardas41729              Pavarde41729             4         1         7         1         8         3         
Vardas41730              Pavarde41730             9         1         5         6         5         5         
Vardas41731              Pavarde41731             3         6         7         2         9         2         
Vardas41732              Pavarde41732             9         2         2         2         10        8         
Vardas41733              Pavarde41733             4         9         10        10        5         6         
Vardas41734              Pavarde41734             7         3         4         3         7         8         
Vardas41735              Pavarde41735             8         3         10        4         3         8         
Vardas41736              Pavarde41736             10        2         8         7         6         7         
Vardas41737              Pavarde41737             6         2         10        10        2         5         
Vardas41738              Pavarde41738             5         1         5         6         5         1         
Vardas41739              Pavarde41739             7         1         9         6         6         3         
Vardas41740              Pavarde41740             10        2         4         1         4         10        
Vardas41741              Pavarde41741             3         7         8         4         5         5         
Vardas41742              Pavarde41742             3         8         10        1         8         9         
Vardas41743              Pavarde41743             2         8         4         2         9         1         
Vardas41744              Pavarde41744             8         5         9         4         9         10        
Vardas41745              Pavarde41745             1         8         3         10        4         6         
Vardas41746              Pavarde41746             7         1         2         5         9         7         
Vardas41747              Pavarde41747             1         6         4         4         3         8         
Vardas41748              Pavarde41748             4         1         2         10        2         1         
Vardas41749              Pavarde41749             8         4         5         1         2         6         
Vardas41750              Pavarde41750             2         6         3         4         3         5         
Vardas41751              Pavarde41751             7         7         1         9         9         4         
Vardas41752              Pavarde41752             6         3         4         7         6         3         
Vardas41753              Pavarde41753             6         7         8         7         5         10        
Vardas41754              Pavarde41754             4         9         9         3         7         10        
Vardas41755              Pavarde41755             7         4         9         6         1         1         
Vardas41756              Pavarde41756             3         5         7         7         9         5         
Vardas41757              Pavarde41757             1         10        2         8         6         3         
Vardas41758              Pavarde41758             9         8         2         7         6         1         
Vardas41759              Pavarde41759             2         9         9         3         6         6         
Vardas41760              Pavarde41760             1         1         5         2         10        1         
Vardas41761              Pavarde41761             2         7         5         5         6         8         
Vardas41762              Pavarde41762             1         10        6         4         5         9         
Vardas41763              Pavarde41763             2         3         1         7         3         1         
Vardas41764              Pavarde41764             10        10        5         10        8         4         
Vardas41765              Pavarde41765             6         4         8         1         2         10        
Vardas41766              Pavarde41766             6         10        1         2         7         9         
Vardas41767              Pavarde41767             2         3         9         8         5         10        
Vardas41768              Pavarde41768             7         9         1         6         4         1         
Vardas41769              Pavarde41769             4         4         7         7         5         6         
Vardas41770              Pavarde41770             6         5         2         8         1         9         
Vardas41771              Pavarde41771             2         4         3         7         2         2         
Vardas41772              Pavarde41772             10        10        9         2         10        3         
Vardas41773              Pavarde41773             8         7         6         4         7         4         
Vardas41774              Pavarde41774             9         8         7         3         5         7         
Vardas41775              Pavarde41775             7         8         4         2         7         2         
Vardas41776              Pavarde41776             8         7         5         2         7         10        
Vardas41777              Pavarde41777             1         3         4         10        6         8         
Vardas41778              Pavarde41778             4         3         6         5         4         5         
Vardas41779              Pavarde41779             7         5         3         2         7         1         
Vardas41780              Pavarde41780             8         1         1         8         5         4         
Vardas41781              Pavarde41781             1         3         10        1         8         7         
Vardas41782              Pavarde41782             5         4         4         1         1         10        
Vardas41783              Pavarde41783             6         9         1         7         2         5         
Vardas41784              Pavarde41784             1         2         10        9         2         4         
Vardas41785              Pavarde41785             9         2         1         10        6         3         
Vardas41786              Pavarde41786             7         8         6         1         8         8         
Vardas41787              Pavarde41787             10        7         4         1         1         4         
Vardas41788              Pavarde41788             8         6         2         2         1         6         
Vardas41789              Pavarde41789             6         1         1         9         6         9         
Vardas41790              Pavarde41790             9         4         6         2         9         3         
Vardas41791              Pavarde41791             6         8         6         10        5         8         
Vardas41792              Pavarde41792             6         7         1         5         6         6         
Vardas41793              Pavarde41793             9         10        8         9         8         2         
Vardas41794              Pavarde41794             4         9         4         5         4         10        
Vardas41795              Pavarde41795             3         6         2         5         9         7         
Vardas41796              Pavarde41796             7         9         7         8         8         3         
Vardas41797              Pavarde41797             6         8         3         10        7         5         
Vardas41798              Pavarde41798             5         10        8         5         5         1         
Vardas41799              Pavarde41799             10        9         4         10        3         3         
Vardas41800              Pavarde41800             3         6         8         4         9         6         
Vardas41801              Pavarde41801             1         1         8         8         4         9         
Vardas41802              Pavarde41802             10        4         10        1         8         7         
Vardas41803              Pavarde41803             8         6         1         3         1         2         
Vardas41804              Pavarde41804             5         8         4         7         7         5         
Vardas41805              Pavarde41805             7         1         7         2         10        9         
Vardas41806              Pavarde41806             2         7         8         9         9         10        
Vardas41807              Pavarde41807             7         10        5         7         3         1         
Vardas41808              Pavarde41808             4         8         1         9         4         9         
Vardas41809              Pavarde41809             3         2         3         1         3         2         
Vardas41810              Pavarde41810             1         1         4         7         5         4         
Vardas41811              Pavarde41811             10        9         8         5         1         10        
Vardas41812              Pavarde41812             8         8         3         3         5         6         
Vardas41813              Pavarde41813             1         10        5         8         10        3         
Vardas41814              Pavarde41814             1         8         1         9         9         4         
Vardas41815              Pavarde41815             9         10        3         4         8         5         
Vardas41816              Pavarde41816             9         4         1         1         2         5         
Vardas41817              Pavarde41817             9         5         8         8         2         1         
Vardas41818              Pavarde41818             1         2         4         2         1         1         
Vardas41819              Pavarde41819             3         10        1         5         4         8         
Vardas41820              Pavarde41820             5         7         10        8         5         10        
Vardas41821              Pavarde41821             10        4         10        10        3         3         
Vardas41822              Pavarde41822             4         2         8         7         5         10        
Vardas41823              Pavarde41823             6         8         5         9         10        8         
Vardas41824              Pavarde41824             5         9         1         5         4         8         
Vardas41825              Pavarde41825             9         4         2         2         2         3         
Vardas41826              Pavarde41826             2         3         2         5         3         8         
Vardas41827              Pavarde41827             10        10        9         4         9         10        
Vardas41828              Pavarde41828             1         3         5         4         3         10        
Vardas41829              Pavarde41829             6         4         8         2         9         5         
Vardas41830              Pavarde41830             1         2         3         7         4         3         
Vardas41831              Pavarde41831             2         6         3         3         6         6         
Vardas41832              Pavarde41832             4         10        1         1         9         8         
Vardas41833              Pavarde41833             5         10        6         8         2         8         
Vardas41834              Pavarde41834             1         6         9         10        8         4         
Vardas41835              Pavarde41835             2         2         5         3         1         5         
Vardas41836              Pavarde41836             2         3         10        1         4         1         
Vardas41837              Pavarde41837             5         3         8         7         9         10        
Vardas41838              Pavarde41838             1         4         9         1         7         9         
Vardas41839              Pavarde41839             4         8         8         2         5         4         
Vardas41840              Pavarde41840             8         9         4         7         8         2         
Vardas41841              Pavarde41841             4         1         10        3         1         7         
Vardas41842              Pavarde41842             5         7         3         5         4         2         
Vardas41843              Pavarde41843             8         1         9         7         2         5         
Vardas41844              Pavarde41844             8         5         9         9         9         10        
Vardas41845              Pavarde41845             9         1         2         6         3         10        
Vardas41846              Pavarde41846             8         6         10        2         10        6         
Vardas41847              Pavarde41847             8         3         4         7         3         3         
Vardas41848              Pavarde41848             7         8         4         10        8         6         
Vardas41849              Pavarde41849             1         5         7         8         4         6         
Vardas41850              Pavarde41850             3         1         9         8         8         2         
Vardas41851              Pavarde41851             4         8         7         5         4         5         
Vardas41852              Pavarde41852             8         1         8         4         2         7         
Vardas41853              Pavarde41853             5         9         5         2         5         9         
Vardas41854              Pavarde41854             6         1         10        4         8         4         
Vardas41855              Pavarde41855             2         6         1         3         4         4         
Vardas41856              Pavarde41856             7         5         10        8         4         1         
Vardas41857              Pavarde41857             10        8         2         2         3         7         
Vardas41858              Pavarde41858             6         5         5         3         1         10        
Vardas41859              Pavarde41859             1         6         5         5         2         9         
Vardas41860              Pavarde41860             10        10        3         2         8         6         
Vardas41861              Pavarde41861             7         4         10        4         3         3         
Vardas41862              Pavarde41862             3         8         1         2         7         9         
Vardas41863              Pavarde41863             6         3         1         10        6         5         
Vardas41864              Pavarde41864             7         9         9         5         7         8         
Vardas41865              Pavarde41865             1         3         8         2         9         5         
Vardas41866              Pavarde41866             9         5         8         3         9         9         
Vardas41867              Pavarde41867             5         3         4         4         10        4         
Vardas41868              Pavarde41868             4         2         7         9         7         9         
Vardas41869              Pavarde41869             4         8         2         1         7         9         
Vardas41870              Pavarde41870             9         6         4         10        3         9         
Vardas41871              Pavarde41871             10        10        9         4         5         8         
Vardas41872              Pavarde41872             9         2         10        8         5         1         
Vardas41873              Pavarde41873             4         6         10        9         1         5         
Vardas41874              Pavarde41874             8         8         10        7         8         10        
Vardas41875              Pavarde41875             8         5         1         10        10        5         
Vardas41876              Pavarde41876             6         7         3         6         2         2         
Vardas41877              Pavarde41877             10        10        9         1         1         6         
Vardas41878              Pavarde41878             1         7         2         4         6         3         
Vardas41879              Pavarde41879             2         2         5         7         10        4         
Vardas41880              Pavarde41880             3         2         7         10        10        2         
Vardas41881              Pavarde41881             6         9         1         8         5         5         
Vardas41882              Pavarde41882             1         10        9         8         7         1         
Vardas41883              Pavarde41883             1         6         4         5         2         10        
Vardas41884              Pavarde41884             3         4         9         2         5         9         
Vardas41885              Pavarde41885             9         10        10        2         8         4         
Vardas41886              Pavarde41886             7         3         6         10        1         1         
Vardas41887              Pavarde41887             6         3         1         8         2         7         
Vardas41888              Pavarde41888             2         4         1         5         8         10        
Vardas41889              Pavarde41889             1         4         1         2         1         7         
Vardas41890              Pavarde41890             2         7         10        2         6         5         
Vardas41891              Pavarde41891             8         8         4         10        4         5         
Vardas41892              Pavarde41892             4         9         2         3         7         4         
Vardas41893              Pavarde41893             7         6         7         6         10        10        
Vardas41894              Pavarde41894             10        9         8         1         6         1         
Vardas41895              Pavarde41895             10        9         6         8         5         10        
Vardas41896              Pavarde41896             4         2         7         9         10        2         
Vardas41897              Pavarde41897             7         10        3         6         4         2         
Vardas41898              Pavarde41898             4         4         5         9         4         6         
Vardas41899              Pavarde41899             2         10        4         4         2         1         
