Vardas                   Pavarde                  ND1       ND2       ND3       ND4       ND5       Egz.      
Vardas4242               Pavarde4242              2         8         4         5         8         5         
Vardas4243               Pavarde4243              9         9         9         4         4         9         
Vardas4244               Pavarde4244              1         7         5         5         7         9         
Vardas4245               Pavarde4245              10        6         5         6         9         9         
Vardas4246               Pavarde4246              5         3         5         4         1         1         
Vardas4247               Pavarde4247              7         10        3         8         3         10        
Vardas4248               Pavarde4248              4         4         8         3         1         4         
Vardas4249               Pavarde4249              4         4         7         5         1         6         
Vardas4250               Pavarde4250              2         5         10        9         7         9         
Vardas4251               Pavarde4251              8         7         2         5         3         3         
Vardas4252               Pavarde4252              3         2         6         9         5         4         
Vardas4253               Pavarde4253              7         5         7         3         10        4         
Vardas4254               Pavarde4254              5         6         2         3         8         4         
Vardas4255               Pavarde4255              10        3         10        5         8         10        
Vardas4256               Pavarde4256              5         10        6         9         5         6         
Vardas4257               Pavarde4257              9         9         8         8         2         1         
Vardas4258               Pavarde4258              2         6         8         1         6         8         
Vardas4259               Pavarde4259              2         9         5         6         6         6         
Vardas4260               Pavarde4260              2         10        6         5         9         5         
Vardas4261               Pavarde4261              7         5         1         5         4         4         
Vardas4262               Pavarde4262              1         9         10        1         1         10        
Vardas4263               Pavarde4263              3         1         9         3         2         5         
Vardas4264               Pavarde4264              6         7         4         6         5         2         
Vardas4265               Pavarde4265              6         3         1         10        8         1         
Vardas4266               Pavarde4266              1         1         8         1         3         4         
Vardas4267               Pavarde4267              9         7         10        10        9         1         
Vardas4268               Pavarde4268              5         7         7         7         8         2         
Vardas4269               Pavarde4269              8         2         9         3         3         5         
Vardas4270               Pavarde4270              9         4         2         5         2         10        
Vardas4271               Pavarde4271              9         7         3         1         6         5         
Vardas4272               Pavarde4272              8         3         5         1         1         10        
Vardas4273               Pavarde4273              4         1         2         6         9         1         
Vardas4274               Pavarde4274              4         9         2         9         8         1         
Vardas4275               Pavarde4275              10        3         1         5         4         2         
Vardas4276               Pavarde4276              2         5         3         1         8         4         
Vardas4277               Pavarde4277              9         5         1         5         5         10        
Vardas4278               Pavarde4278              3         3         5         7         8         10        
Vardas4279               Pavarde4279              4         10        1         4         6         9         
Vardas4280               Pavarde4280              2         1         10        3         2         2         
Vardas4281               Pavarde4281              2         9         5         1         6         7         
Vardas4282               Pavarde4282              3         2         3         3         7         9         
Vardas4283               Pavarde4283              5         4         5         6         1         10        
Vardas4284               Pavarde4284              5         1         10        3         1         9         
Vardas4285               Pavarde4285              2         5         5         1         3         2         
Vardas4286               Pavarde4286              6         2         10        6         6         2         
Vardas4287               Pavarde4287              9         9         8         9         10        5         
Vardas4288               Pavarde4288              1         6         9         2         7         8         
Vardas4289               Pavarde4289              8         1         9         3         10        3         
Vardas4290               Pavarde4290              6         2         5         5         7         7         
Vardas4291               Pavarde4291              6         1         9         9         2         1         
Vardas4292               Pavarde4292              10        1         3         5         9         4         
Vardas4293               Pavarde4293              4         5         5         9         9         9         
Vardas4294               Pavarde4294              4         1         5         4         4         1         
Vardas4295               Pavarde4295              8         8         8         7         3         10        
Vardas4296               Pavarde4296              8         7         4         1         10        8         
Vardas4297               Pavarde4297              2         5         2         2         10        3         
Vardas4298               Pavarde4298              7         5         5         5         7         9         
Vardas4299               Pavarde4299              4         2         9         4         6         6         
Vardas4300               Pavarde4300              9         3         2         8         1         3         
Vardas4301               Pavarde4301              8         5         10        4         3         3         
Vardas4302               Pavarde4302              3         7         10        7         4         5         
Vardas4303               Pavarde4303              10        5         3         4         1         3         
Vardas4304               Pavarde4304              7         2         10        3         2         4         
Vardas4305               Pavarde4305              9         5         2         10        9         3         
Vardas4306               Pavarde4306              9         8         8         1         6         5         
Vardas4307               Pavarde4307              3         9         4         6         5         5         
Vardas4308               Pavarde4308              6         10        4         9         9         3         
Vardas4309               Pavarde4309              9         7         3         7         6         6         
Vardas4310               Pavarde4310              10        8         1         4         2         3         
Vardas4311               Pavarde4311              5         6         3         7         9         8         
Vardas4312               Pavarde4312              8         1         10        2         1         10        
Vardas4313               Pavarde4313              2         9         2         6         6         10        
Vardas4314               Pavarde4314              3         3         9         2         10        3         
Vardas4315               Pavarde4315              4         7         1         9         2         5         
Vardas4316               Pavarde4316              8         4         3         4         3         10        
Vardas4317               Pavarde4317              10        10        7         10        8         2         
Vardas4318               Pavarde4318              5         4         5         2         2         4         
Vardas4319               Pavarde4319              2         10        6         3         2         5         
Vardas4320               Pavarde4320              1         1         2         1         10        1         
Vardas4321               Pavarde4321              2         10        2         3         2         6         
Vardas4322               Pavarde4322              7         1         7         7         4         6         
Vardas4323               Pavarde4323              6         1         8         1         10        10        
Vardas4324               Pavarde4324              6         7         1         5         3         8         
Vardas4325               Pavarde4325              7         2         2         5         3         9         
Vardas4326               Pavarde4326              6         1         10        5         10        10        
Vardas4327               Pavarde4327              10        2         9         10        2         5         
Vardas4328               Pavarde4328              3         7         10        4         1         6         
Vardas4329               Pavarde4329              3         4         2         9         7         7         
Vardas4330               Pavarde4330              4         3         9         9         9         8         
Vardas4331               Pavarde4331              3         1         6         4         9         4         
Vardas4332               Pavarde4332              2         6         9         8         9         5         
Vardas4333               Pavarde4333              3         5         10        5         8         9         
Vardas4334               Pavarde4334              9         7         10        3         1         2         
Vardas4335               Pavarde4335              7         8         2         3         6         5         
Vardas4336               Pavarde4336              5         5         9         3         8         8         
Vardas4337               Pavarde4337              4         4         3         10        7         10        
Vardas4338               Pavarde4338              5         10        8         6         5         10        
Vardas4339               Pavarde4339              4         8         8         6         8         3         
Vardas4340               Pavarde4340              8         9         5         6         8         3         
Vardas4341               Pavarde4341              1         6         6         1         6         7         
Vardas4342               Pavarde4342              9         6         9         4         10        10        
Vardas4343               Pavarde4343              2         9         10        3         5         10        
Vardas4344               Pavarde4344              7         6         9         7         6         7         
Vardas4345               Pavarde4345              5         5         9         10        10        5         
Vardas4346               Pavarde4346              3         1         9         8         10        6         
Vardas4347               Pavarde4347              9         7         7         3         7         6         
Vardas4348               Pavarde4348              3         3         9         4         5         8         
Vardas4349               Pavarde4349              3         3         1         10        2         9         
Vardas4350               Pavarde4350              5         1         10        7         3         6         
Vardas4351               Pavarde4351              5         3         2         2         2         2         
Vardas4352               Pavarde4352              3         2         6         8         3         7         
Vardas4353               Pavarde4353              3         2         4         8         7         10        
Vardas4354               Pavarde4354              1         4         7         10        9         2         
Vardas4355               Pavarde4355              6         5         1         10        4         9         
Vardas4356               Pavarde4356              4         3         4         4         3         1         
Vardas4357               Pavarde4357              4         7         5         6         2         3         
Vardas4358               Pavarde4358              6         5         10        6         3         7         
Vardas4359               Pavarde4359              10        8         8         3         10        2         
Vardas4360               Pavarde4360              1         7         10        3         6         3         
Vardas4361               Pavarde4361              9         6         10        2         9         7         
Vardas4362               Pavarde4362              9         6         10        2         3         1         
Vardas4363               Pavarde4363              8         4         7         9         9         2         
Vardas4364               Pavarde4364              3         2         4         1         9         10        
Vardas4365               Pavarde4365              5         5         5         10        6         1         
Vardas4366               Pavarde4366              10        1         6         3         8         4         
Vardas4367               Pavarde4367              10        4         3         8         6         7         
Vardas4368               Pavarde4368              6         3         6         9         9         10        
Vardas4369               Pavarde4369              3         7         2         3         7         5         
Vardas4370               Pavarde4370              10        6         7         10        7         1         
Vardas4371               Pavarde4371              9         7         1         10        3         4         
Vardas4372               Pavarde4372              7         2         6         9         8         6         
Vardas4373               Pavarde4373              6         10        6         5         10        2         
Vardas4374               Pavarde4374              8         4         9         3         10        2         
Vardas4375               Pavarde4375              9         9         6         8         9         3         
Vardas4376               Pavarde4376              9         1         9         6         10        5         
Vardas4377               Pavarde4377              10        10        8         7         5         6         
Vardas4378               Pavarde4378              10        10        4         2         10        4         
Vardas4379               Pavarde4379              7         2         4         6         5         9         
Vardas4380               Pavarde4380              5         4         9         3         1         9         
Vardas4381               Pavarde4381              9         8         1         5         8         9         
Vardas4382               Pavarde4382              5         10        8         6         7         1         
Vardas4383               Pavarde4383              3         8         9         3         1         3         
Vardas4384               Pavarde4384              8         9         5         8         4         2         
Vardas4385               Pavarde4385              7         7         6         3         8         1         
Vardas4386               Pavarde4386              9         8         7         4         8         3         
Vardas4387               Pavarde4387              7         9         9         7         10        3         
Vardas4388               Pavarde4388              5         4         6         6         7         2         
Vardas4389               Pavarde4389              8         6         8         3         6         2         
Vardas4390               Pavarde4390              10        5         3         8         5         9         
Vardas4391               Pavarde4391              9         7         9         8         8         2         
Vardas4392               Pavarde4392              8         7         6         4         6         9         
Vardas4393               Pavarde4393              7         7         2         1         6         5         
Vardas4394               Pavarde4394              4         4         3         3         5         9         
Vardas4395               Pavarde4395              5         9         1         5         9         4         
Vardas4396               Pavarde4396              7         1         9         10        1         2         
Vardas4397               Pavarde4397              4         10        9         3         6         9         
Vardas4398               Pavarde4398              5         6         3         2         4         2         
Vardas4399               Pavarde4399              3         6         9         9         1         2         
Vardas4400               Pavarde4400              1         10        6         1         6         2         
Vardas4401               Pavarde4401              7         8         1         6         9         5         
Vardas4402               Pavarde4402              5         5         7         10        4         1         
Vardas4403               Pavarde4403              8         9         10        5         3         7         
Vardas4404               Pavarde4404              6         7         5         3         7         6         
Vardas4405               Pavarde4405              2         6         1         9         6         7         
Vardas4406               Pavarde4406              7         7         2         3         1         6         
Vardas4407               Pavarde4407              7         7         4         3         8         6         
Vardas4408               Pavarde4408              7         5         4         8         4         2         
Vardas4409               Pavarde4409              9         10        4         5         8         8         
Vardas4410               Pavarde4410              5         3         5         7         7         7         
Vardas4411               Pavarde4411              7         4         4         2         4         5         
Vardas4412               Pavarde4412              1         6         2         10        8         10        
Vardas4413               Pavarde4413              3         8         7         2         7         8         
Vardas4414               Pavarde4414              7         3         8         7         5         4         
Vardas4415               Pavarde4415              8         7         6         1         1         7         
Vardas4416               Pavarde4416              7         9         6         2         7         3         
Vardas4417               Pavarde4417              3         2         10        8         8         7         
Vardas4418               Pavarde4418              5         6         9         6         2         1         
Vardas4419               Pavarde4419              3         1         7         7         9         7         
Vardas4420               Pavarde4420              10        6         5         6         1         9         
Vardas4421               Pavarde4421              10        5         1         2         9         5         
Vardas4422               Pavarde4422              9         8         6         2         3         9         
Vardas4423               Pavarde4423              3         2         7         8         10        6         
Vardas4424               Pavarde4424              3         4         9         9         4         8         
Vardas4425               Pavarde4425              5         10        6         6         6         1         
Vardas4426               Pavarde4426              7         3         6         9         2         5         
Vardas4427               Pavarde4427              1         9         9         8         4         6         
Vardas4428               Pavarde4428              2         9         5         9         10        5         
Vardas4429               Pavarde4429              10        3         5         7         1         10        
Vardas4430               Pavarde4430              9         6         3         3         5         7         
Vardas4431               Pavarde4431              7         4         10        6         9         2         
Vardas4432               Pavarde4432              8         4         10        5         1         9         
Vardas4433               Pavarde4433              9         4         8         3         5         2         
Vardas4434               Pavarde4434              9         4         6         7         2         5         
Vardas4435               Pavarde4435              9         4         5         7         8         7         
Vardas4436               Pavarde4436              7         6         4         4         2         5         
Vardas4437               Pavarde4437              3         10        1         5         2         1         
Vardas4438               Pavarde4438              3         7         3         4         2         1         
Vardas4439               Pavarde4439              4         2         2         2         9         8         
Vardas4440               Pavarde4440              10        2         3         1         3         5         
Vardas4441               Pavarde4441              8         7         5         1         6         3         
Vardas4442               Pavarde4442              2         1         4         10        3         3         
Vardas4443               Pavarde4443              9         9         2         1         4         7         
Vardas4444               Pavarde4444              10        4         10        1         6         10        
Vardas4445               Pavarde4445              7         6         9         9         8         3         
Vardas4446               Pavarde4446              10        10        1         7         2         5         
Vardas4447               Pavarde4447              3         6         9         2         4         6         
Vardas4448               Pavarde4448              10        6         2         2         6         1         
Vardas4449               Pavarde4449              3         5         4         7         6         8         
Vardas4450               Pavarde4450              6         1         1         10        2         1         
Vardas4451               Pavarde4451              5         9         1         6         3         3         
Vardas4452               Pavarde4452              2         6         10        8         7         7         
Vardas4453               Pavarde4453              1         8         2         2         2         9         
Vardas4454               Pavarde4454              5         3         3         6         6         3         
Vardas4455               Pavarde4455              5         8         2         2         2         4         
Vardas4456               Pavarde4456              4         4         8         10        2         9         
Vardas4457               Pavarde4457              6         5         6         2         8         3         
Vardas4458               Pavarde4458              2         8         6         8         5         1         
Vardas4459               Pavarde4459              1         7         10        9         3         9         
Vardas4460               Pavarde4460              8         10        5         10        2         6         
Vardas4461               Pavarde4461              6         1         5         5         7         3         
Vardas4462               Pavarde4462              6         10        4         6         10        8         
Vardas4463               Pavarde4463              6         8         4         10        7         3         
Vardas4464               Pavarde4464              8         5         10        3         10        1         
Vardas4465               Pavarde4465              3         7         7         8         1         1         
Vardas4466               Pavarde4466              2         5         1         9         5         5         
Vardas4467               Pavarde4467              3         3         5         2         6         3         
Vardas4468               Pavarde4468              4         2         8         5         4         4         
Vardas4469               Pavarde4469              7         9         8         8         5         8         
Vardas4470               Pavarde4470              5         4         8         9         5         10        
Vardas4471               Pavarde4471              2         9         4         7         7         2         
Vardas4472               Pavarde4472              6         2         10        2         4         5         
Vardas4473               Pavarde4473              2         5         3         2         1         10        
Vardas4474               Pavarde4474              1         9         7         2         4         3         
Vardas4475               Pavarde4475              5         1         6         6         9         3         
Vardas4476               Pavarde4476              10        8         1         4         1         3         
Vardas4477               Pavarde4477              7         8         6         3         1         3         
Vardas4478               Pavarde4478              8         10        9         10        1         7         
Vardas4479               Pavarde4479              3         10        10        8         1         5         
Vardas4480               Pavarde4480              2         4         4         6         9         2         
Vardas4481               Pavarde4481              5         7         2         6         4         9         
Vardas4482               Pavarde4482              4         8         3         3         2         4         
Vardas4483               Pavarde4483              5         9         7         7         1         1         
Vardas4484               Pavarde4484              8         9         4         10        1         4         
Vardas4485               Pavarde4485              10        1         5         5         9         9         
Vardas4486               Pavarde4486              2         8         5         1         6         10        
Vardas4487               Pavarde4487              5         5         4         4         3         7         
Vardas4488               Pavarde4488              4         4         4         6         10        10        
Vardas4489               Pavarde4489              10        5         6         3         10        3         
Vardas4490               Pavarde4490              1         2         1         1         5         8         
Vardas4491               Pavarde4491              4         1         6         4         3         10        
Vardas4492               Pavarde4492              4         5         7         8         5         9         
Vardas4493               Pavarde4493              3         6         4         7         10        6         
Vardas4494               Pavarde4494              8         4         6         2         8         10        
Vardas4495               Pavarde4495              6         3         8         4         2         1         
Vardas4496               Pavarde4496              4         3         8         5         8         2         
Vardas4497               Pavarde4497              7         4         3         8         7         5         
Vardas4498               Pavarde4498              4         3         7         5         5         1         
Vardas4499               Pavarde4499              4         8         5         10        10        10        
Vardas4500               Pavarde4500              5         7         8         9         7         10        
Vardas4501               Pavarde4501              3         5         6         1         5         1         
Vardas4502               Pavarde4502              5         2         1         9         1         7         
Vardas4503               Pavarde4503              2         2         7         9         3         2         
Vardas4504               Pavarde4504              3         5         9         10        1         3         
Vardas4505               Pavarde4505              4         8         10        5         5         5         
Vardas4506               Pavarde4506              7         2         1         3         6         7         
Vardas4507               Pavarde4507              7         6         4         1         10        5         
Vardas4508               Pavarde4508              10        8         9         7         8         3         
Vardas4509               Pavarde4509              1         8         6         10        8         9         
Vardas4510               Pavarde4510              10        6         2         8         9         3         
Vardas4511               Pavarde4511              1         4         1         10        5         2         
Vardas4512               Pavarde4512              8         3         9         7         2         3         
Vardas4513               Pavarde4513              8         8         4         7         8         10        
Vardas4514               Pavarde4514              7         7         1         10        4         10        
Vardas4515               Pavarde4515              10        6         4         4         2         2         
Vardas4516               Pavarde4516              3         4         3         6         8         2         
Vardas4517               Pavarde4517              1         3         10        3         7         8         
Vardas4518               Pavarde4518              9         6         7         3         7         5         
Vardas4519               Pavarde4519              2         8         7         1         9         7         
Vardas4520               Pavarde4520              3         9         4         4         10        2         
Vardas4521               Pavarde4521              10        5         4         3         4         10        
Vardas4522               Pavarde4522              5         2         9         7         10        10        
Vardas4523               Pavarde4523              7         2         9         5         3         6         
Vardas4524               Pavarde4524              4         4         4         1         10        1         
Vardas4525               Pavarde4525              8         5         6         8         6         1         
Vardas4526               Pavarde4526              6         9         10        2         1         8         
Vardas4527               Pavarde4527              4         2         8         10        7         2         
Vardas4528               Pavarde4528              4         6         8         3         9         8         
Vardas4529               Pavarde4529              6         6         6         7         6         7         
Vardas4530               Pavarde4530              9         3         7         6         10        6         
Vardas4531               Pavarde4531              7         1         5         5         1         7         
Vardas4532               Pavarde4532              9         8         9         1         1         10        
Vardas4533               Pavarde4533              10        3         7         5         4         6         
Vardas4534               Pavarde4534              1         3         2         2         8         3         
Vardas4535               Pavarde4535              5         7         3         9         8         9         
Vardas4536               Pavarde4536              5         4         9         9         4         1         
Vardas4537               Pavarde4537              7         8         10        4         9         9         
Vardas4538               Pavarde4538              8         7         3         2         2         8         
Vardas4539               Pavarde4539              4         7         4         8         6         2         
Vardas4540               Pavarde4540              9         5         2         2         5         5         
Vardas4541               Pavarde4541              3         7         2         9         10        8         
Vardas4542               Pavarde4542              1         3         2         7         10        4         
Vardas4543               Pavarde4543              9         2         6         2         1         3         
Vardas4544               Pavarde4544              7         5         9         7         5         10        
Vardas4545               Pavarde4545              3         4         5         9         10        10        
Vardas4546               Pavarde4546              1         5         5         5         1         10        
Vardas4547               Pavarde4547              10        8         9         4         5         3         
Vardas4548               Pavarde4548              7         4         7         7         2         2         
Vardas4549               Pavarde4549              8         5         4         5         10        1         
Vardas4550               Pavarde4550              3         5         3         3         9         9         
Vardas4551               Pavarde4551              4         8         1         4         9         2         
Vardas4552               Pavarde4552              3         7         3         7         1         3         
Vardas4553               Pavarde4553              10        2         8         3         9         2         
Vardas4554               Pavarde4554              2         5         6         5         8         5         
Vardas4555               Pavarde4555              9         2         8         7         10        6         
Vardas4556               Pavarde4556              10        3         7         4         1         9         
Vardas4557               Pavarde4557              8         2         1         8         9         3         
Vardas4558               Pavarde4558              4         7         6         8         9         2         
Vardas4559               Pavarde4559              7         9         1         7         7         3         
Vardas4560               Pavarde4560              9         1         5         8         10        9         
Vardas4561               Pavarde4561              4         4         10        3         1         10        
Vardas4562               Pavarde4562              8         8         8         7         4         8         
Vardas4563               Pavarde4563              6         2         8         4         4         9         
Vardas4564               Pavarde4564              9         10        9         1         3         6         
Vardas4565               Pavarde4565              5         10        4         3         9         9         
Vardas4566               Pavarde4566              7         5         6         9         2         1         
Vardas4567               Pavarde4567              1         7         6         5         2         1         
Vardas4568               Pavarde4568              4         5         6         7         9         10        
Vardas4569               Pavarde4569              6         2         4         3         4         1         
Vardas4570               Pavarde4570              10        3         1         6         2         3         
Vardas4571               Pavarde4571              3         7         7         10        7         9         
Vardas4572               Pavarde4572              2         10        5         4         9         8         
Vardas4573               Pavarde4573              3         5         7         3         3         8         
Vardas4574               Pavarde4574              7         4         9         6         9         8         
Vardas4575               Pavarde4575              2         5         7         1         9         5         
Vardas4576               Pavarde4576              9         10        4         6         2         5         
Vardas4577               Pavarde4577              1         5         5         1         1         7         
Vardas4578               Pavarde4578              3         6         2         3         1         6         
Vardas4579               Pavarde4579              4         4         4         6         4         3         
Vardas4580               Pavarde4580              3         1         2         5         8         6         
Vardas4581               Pavarde4581              7         6         1         8         2         6         
Vardas4582               Pavarde4582              2         3         3         5         4         1         
Vardas4583               Pavarde4583              2         4         2         7         4         8         
Vardas4584               Pavarde4584              7         7         5         9         10        8         
Vardas4585               Pavarde4585              8         7         9         1         5         3         
Vardas4586               Pavarde4586              7         5         9         9         8         1         
Vardas4587               Pavarde4587              6         8         6         9         6         5         
Vardas4588               Pavarde4588              7         6         5         9         3         9         
Vardas4589               Pavarde4589              10        3         9         7         4         3         
Vardas4590               Pavarde4590              3         9         9         6         2         2         
Vardas4591               Pavarde4591              10        7         10        3         8         10        
Vardas4592               Pavarde4592              9         6         3         1         1         4         
Vardas4593               Pavarde4593              2         10        6         8         2         5         
Vardas4594               Pavarde4594              10        1         6         3         9         6         
Vardas4595               Pavarde4595              6         4         2         1         8         1         
Vardas4596               Pavarde4596              2         4         1         6         9         1         
Vardas4597               Pavarde4597              4         3         9         7         3         5         
Vardas4598               Pavarde4598              1         6         4         10        10        1         
Vardas4599               Pavarde4599              2         8         9         9         3         6         
Vardas4600               Pavarde4600              8         5         3         9         1         7         
Vardas4601               Pavarde4601              1         5         10        1         2         8         
Vardas4602               Pavarde4602              4         9         7         5         3         10        
Vardas4603               Pavarde4603              9         4         3         9         3         2         
Vardas4604               Pavarde4604              3         5         10        8         9         5         
Vardas4605               Pavarde4605              7         5         4         9         4         5         
Vardas4606               Pavarde4606              5         2         8         4         7         4         
Vardas4607               Pavarde4607              4         10        6         5         9         9         
Vardas4608               Pavarde4608              8         10        2         9         3         10        
Vardas4609               Pavarde4609              10        9         2         1         2         7         
Vardas4610               Pavarde4610              5         10        5         1         2         9         
Vardas4611               Pavarde4611              2         7         7         1         9         2         
Vardas4612               Pavarde4612              5         2         7         3         7         3         
Vardas4613               Pavarde4613              1         4         5         6         4         10        
Vardas4614               Pavarde4614              3         3         8         7         9         1         
Vardas4615               Pavarde4615              3         2         6         3         1         1         
Vardas4616               Pavarde4616              3         10        9         10        5         6         
Vardas4617               Pavarde4617              2         6         3         10        3         6         
Vardas4618               Pavarde4618              8         4         6         3         3         6         
Vardas4619               Pavarde4619              1         4         6         9         4         5         
Vardas4620               Pavarde4620              3         5         9         7         4         10        
Vardas4621               Pavarde4621              7         4         3         6         1         7         
Vardas4622               Pavarde4622              10        3         3         9         8         7         
Vardas4623               Pavarde4623              5         8         5         9         2         8         
Vardas4624               Pavarde4624              3         1         4         8         5         9         
Vardas4625               Pavarde4625              4         4         9         6         9         1         
Vardas4626               Pavarde4626              7         2         3         2         2         9         
Vardas4627               Pavarde4627              1         7         1         10        10        6         
Vardas4628               Pavarde4628              6         6         3         4         1         6         
Vardas4629               Pavarde4629              8         8         3         10        4         7         
Vardas4630               Pavarde4630              1         2         7         6         10        4         
Vardas4631               Pavarde4631              3         3         4         5         1         10        
Vardas4632               Pavarde4632              6         4         8         3         10        4         
Vardas4633               Pavarde4633              9         9         9         9         4         8         
Vardas4634               Pavarde4634              1         10        10        6         2         4         
Vardas4635               Pavarde4635              7         6         10        7         2         9         
Vardas4636               Pavarde4636              2         3         1         5         6         6         
Vardas4637               Pavarde4637              1         10        8         5         3         6         
Vardas4638               Pavarde4638              4         7         8         8         5         9         
Vardas4639               Pavarde4639              3         8         7         9         1         4         
Vardas4640               Pavarde4640              3         8         9         1         3         7         
Vardas4641               Pavarde4641              2         8         9         4         4         9         
Vardas4642               Pavarde4642              8         7         9         1         9         6         
Vardas4643               Pavarde4643              2         6         10        3         1         4         
Vardas4644               Pavarde4644              5         2         7         2         1         5         
Vardas4645               Pavarde4645              1         5         8         8         5         5         
Vardas4646               Pavarde4646              1         5         10        9         10        5         
Vardas4647               Pavarde4647              3         6         5         3         7         10        
